Prefix,ISO,Desc,InternalRost,Rate
27391010,,south africa - fixed,0.01242,0.03726
27391500,,south africa - fixed,0.01242,0.03726
27393300,,south africa - fixed,0.01242,0.03726
27394660,,south africa - fixed,0.01242,0.03726
27394920,,south africa - fixed,0.01242,0.03726
2739500,,south africa - fixed,0.01242,0.03726
2739700,,south africa - fixed,0.01242,0.03726
27398800,,south africa - fixed,0.01242,0.03726
27399400,,south africa - fixed,0.01242,0.03726
27399401,,south africa - fixed,0.01242,0.03726
27399402,,south africa - fixed,0.01242,0.03726
27399403,,south africa - fixed,0.01242,0.03726
27399404,,south africa - fixed,0.01242,0.03726
27401010,,south africa - fixed,0.01242,0.03726
27401500,,south africa - fixed,0.01242,0.03726
27403300,,south africa - fixed,0.01242,0.03726
27404920,,south africa - fixed,0.01242,0.03726
2740555,,south africa - fixed,0.01242,0.03726
27409400,,south africa - fixed,0.01242,0.03726
27409401,,south africa - fixed,0.01242,0.03726
27409402,,south africa - fixed,0.01242,0.03726
27409403,,south africa - fixed,0.01242,0.03726
27409404,,south africa - fixed,0.01242,0.03726
2741000,,south africa - value added services,0.01311,0.03933
2741001,,south africa - value added services,0.01311,0.03933
2741004,,south africa - value added services,0.01311,0.03933
27410060,,south africa - value added services,0.01311,0.03933
27410061,,south africa - value added services,0.01311,0.03933
27410062,,south africa - value added services,0.01311,0.03933
27410063,,south africa - value added services,0.01311,0.03933
27410064,,south africa - value added services,0.01311,0.03933
27410070,,south africa - value added services,0.01311,0.03933
27410100,,south africa - value added services,0.01311,0.03933
27410101,,south africa - value added services,0.01311,0.03933
27410105,,south africa - value added services,0.01311,0.03933
27410110,,south africa - value added services,0.01311,0.03933
27410150,,south africa - value added services,0.01311,0.03933
27410160,,south africa - value added services,0.01311,0.03933
27410200,,south africa - value added services,0.01311,0.03933
2741030,,south africa - value added services,0.01311,0.03933
27410360,,south africa - value added services,0.01311,0.03933
27410450,,south africa - value added services,0.01311,0.03933
2741050,,south africa - value added services,0.01311,0.03933
27410650,,south africa - value added services,0.01311,0.03933
27410720,,south africa - value added services,0.01311,0.03933
2741080,,south africa - value added services,0.01311,0.03933
27410910,,south africa - value added services,0.01311,0.03933
27411010,,south africa - fixed,0.01242,0.03726
27411011,,south africa - fixed,0.01242,0.03726
27411012,,south africa - fixed,0.01242,0.03726
27411013,,south africa - fixed,0.01242,0.03726
27411014,,south africa - fixed,0.01242,0.03726
27411100,,south africa - fixed,0.01242,0.03726
27411105,,south africa - fixed,0.01242,0.03726
27411110,,south africa - fixed,0.01242,0.03726
27411250,,south africa - fixed,0.01242,0.03726
27411420,,south africa - fixed,0.01242,0.03726
27411800,,south africa - fixed,0.01242,0.03726
27411801,,south africa - fixed,0.01242,0.03726
27411802,,south africa - fixed,0.01242,0.03726
27411803,,south africa - fixed,0.01242,0.03726
27411804,,south africa - fixed,0.01242,0.03726
27412600,,south africa - fixed mtn,0.013,0.039
27413300,,south africa - fixed,0.01242,0.03726
27413440,,south africa - fixed,0.01242,0.03726
274136426,,south africa - fixed,0.01242,0.03726
274139967,,south africa - fixed,0.01242,0.03726
274139968,,south africa - fixed,0.01242,0.03726
274140228,,south africa - fixed,0.01242,0.03726
27414100,,south africa - fixed,0.01242,0.03726
27414105,,south africa - fixed,0.01242,0.03726
2741450,,south africa - fixed,0.01242,0.03726
27414750,,south africa - fixed,0.01242,0.03726
2741492,,south africa - fixed,0.01242,0.03726
27415160,,south africa - fixed,0.01242,0.03726
27415550,,south africa - fixed,0.01242,0.03726
27416120,,south africa - fixed,0.01242,0.03726
27417770,,south africa - fixed,0.01242,0.03726
27417860,,south africa - fixed,0.01242,0.03726
27418800,,south africa - fixed,0.01242,0.03726
2742004,,south africa - fixed,0.01242,0.03726
27420070,,south africa - fixed,0.01242,0.03726
27420110,,south africa - fixed,0.01242,0.03726
27420650,,south africa - fixed mtn,0.013,0.039
27421500,,south africa - fixed,0.01242,0.03726
27423300,,south africa - fixed,0.01242,0.03726
27424660,,south africa - fixed,0.01242,0.03726
27424920,,south africa - fixed,0.01242,0.03726
27428800,,south africa - fixed,0.01242,0.03726
2742940,,south africa - fixed,0.01242,0.03726
27430010,,south africa - fixed,0.01242,0.03726
27430011,,south africa - fixed,0.01242,0.03726
2743004,,south africa - fixed,0.01242,0.03726
27430070,,south africa - fixed,0.01242,0.03726
27430101,,south africa - fixed,0.01242,0.03726
27430110,,south africa - fixed,0.01242,0.03726
2743050,,south africa - fixed,0.01242,0.03726
27430650,,south africa - fixed mtn,0.013,0.039
27431010,,south africa - fixed,0.01242,0.03726
27431100,,south africa - fixed,0.01242,0.03726
27431110,,south africa - fixed,0.01242,0.03726
27431250,,south africa - fixed,0.01242,0.03726
27432850,,south africa - fixed mtn,0.013,0.039
27433300,,south africa - fixed,0.01242,0.03726
27434220,,south africa - fixed,0.01242,0.03726
27434660,,south africa - fixed,0.01242,0.03726
27434920,,south africa - fixed,0.01242,0.03726
2743555,,south africa - fixed,0.01242,0.03726
274370303,,south africa - fixed,0.01242,0.03726
27438800,,south africa - fixed,0.01242,0.03726
2744001,,south africa - fixed,0.01242,0.03726
2744004,,south africa - fixed,0.01242,0.03726
27440070,,south africa - fixed,0.01242,0.03726
27440100,,south africa - fixed,0.01242,0.03726
27440101,,south africa - fixed,0.01242,0.03726
27440110,,south africa - fixed,0.01242,0.03726
27440500,,south africa - fixed,0.01242,0.03726
27440501,,south africa - fixed,0.01242,0.03726
27440502,,south africa - fixed,0.01242,0.03726
27440650,,south africa - fixed mtn,0.013,0.039
27440720,,south africa - fixed,0.01242,0.03726
27440910,,south africa - fixed,0.01242,0.03726
27441100,,south africa - fixed,0.01242,0.03726
27441500,,south africa - fixed,0.01242,0.03726
27442200,,south africa - fixed,0.01242,0.03726
27442201,,south africa - fixed,0.01242,0.03726
27442202,,south africa - fixed,0.01242,0.03726
27442203,,south africa - fixed,0.01242,0.03726
27442204,,south africa - fixed,0.01242,0.03726
27442850,,south africa - fixed mtn,0.013,0.039
2744330,,south africa - fixed,0.01242,0.03726
27443330,,south africa - fixed,0.01242,0.03726
27444660,,south africa - fixed,0.01242,0.03726
27444920,,south africa - fixed,0.01242,0.03726
27444950,,south africa - fixed,0.01242,0.03726
27445180,,south africa - fixed,0.01242,0.03726
2745001,,south africa - fixed,0.01242,0.03726
27450070,,south africa - fixed,0.01242,0.03726
27450110,,south africa - fixed,0.01242,0.03726
27450500,,south africa - fixed,0.01242,0.03726
27451010,,south africa - fixed,0.01242,0.03726
27451500,,south africa - fixed,0.01242,0.03726
27452850,,south africa - fixed,0.01242,0.03726
27453300,,south africa - fixed,0.01242,0.03726
27454660,,south africa - fixed,0.01242,0.03726
27454920,,south africa - fixed,0.01242,0.03726
2745555,,south africa - fixed,0.01242,0.03726
27458800,,south africa - fixed,0.01242,0.03726
2746001,,south africa - fixed,0.01242,0.03726
27460110,,south africa - fixed,0.01242,0.03726
27461500,,south africa - fixed,0.01242,0.03726
27463300,,south africa - fixed,0.01242,0.03726
27464660,,south africa - fixed,0.01242,0.03726
27464920,,south africa - fixed,0.01242,0.03726
2746555,,south africa - fixed,0.01242,0.03726
27468800,,south africa - fixed,0.01242,0.03726
27469400,,south africa - fixed,0.01242,0.03726
27470110,,south africa - fixed,0.01242,0.03726
27470500,,south africa - fixed,0.01242,0.03726
27470501,,south africa - fixed,0.01242,0.03726
27470502,,south africa - fixed,0.01242,0.03726
27470503,,south africa - fixed,0.01242,0.03726
27470504,,south africa - fixed,0.01242,0.03726
27470650,,south africa - fixed mtn,0.013,0.039
27471010,,south africa - fixed,0.01242,0.03726
27471100,,south africa - fixed,0.01242,0.03726
27471105,,south africa - fixed,0.01242,0.03726
27471500,,south africa - fixed,0.01242,0.03726
27472850,,south africa - fixed mtn,0.013,0.039
27473300,,south africa - fixed,0.01242,0.03726
27474660,,south africa - fixed,0.01242,0.03726
27474950,,south africa - fixed,0.01242,0.03726
2747554,,south africa - fixed,0.01242,0.03726
2747700,,south africa - fixed,0.01242,0.03726
2747710,,south africa - fixed,0.01242,0.03726
27477763,,south africa - fixed,0.01242,0.03726
27478790,,south africa - fixed,0.01242,0.03726
2748001,,south africa - fixed,0.01242,0.03726
27481500,,south africa - fixed,0.01242,0.03726
27483300,,south africa - fixed,0.01242,0.03726
27484660,,south africa - fixed,0.01242,0.03726
27484920,,south africa - fixed,0.01242,0.03726
27488800,,south africa - fixed,0.01242,0.03726
27489400,,south africa - fixed,0.01242,0.03726
27490110,,south africa - fixed,0.01242,0.03726
27491250,,south africa - fixed,0.01242,0.03726
27491500,,south africa - fixed,0.01242,0.03726
27493300,,south africa - fixed,0.01242,0.03726
27494660,,south africa - fixed,0.01242,0.03726
27494920,,south africa - fixed,0.01242,0.03726
27498800,,south africa - fixed,0.01242,0.03726
27499400,,south africa - fixed,0.01242,0.03726
2751000,,south africa - value added services,0.01311,0.03933
2751001,,south africa - value added services,0.01311,0.03933
2751004,,south africa - value added services,0.01311,0.03933
27510070,,south africa - value added services,0.01311,0.03933
27510100,,south africa - value added services,0.01311,0.03933
27510101,,south africa - value added services,0.01311,0.03933
27510105,,south africa - value added services,0.01311,0.03933
2751011,,south africa - value added services,0.01311,0.03933
27510150,,south africa - value added services,0.01311,0.03933
27510160,,south africa - value added services,0.01311,0.03933
27510300,,south africa - value added services,0.01311,0.03933
27510360,,south africa - value added services,0.01311,0.03933
27510451,,south africa - value added services,0.01311,0.03933
27510650,,south africa - value added services,0.01311,0.03933
27510720,,south africa - value added services,0.01311,0.03933
2751080,,south africa - value added services,0.01311,0.03933
27510910,,south africa - value added services,0.01311,0.03933
27511010,,south africa - fixed,0.01242,0.03726
27511011,,south africa - fixed,0.01242,0.03726
27511012,,south africa - fixed,0.01242,0.03726
27511013,,south africa - fixed,0.01242,0.03726
27511014,,south africa - fixed,0.01242,0.03726
27511100,,south africa - fixed,0.01242,0.03726
27511105,,south africa - fixed,0.01242,0.03726
27511110,,south africa - fixed,0.01242,0.03726
27511250,,south africa - fixed,0.01242,0.03726
2751140,,south africa - fixed,0.01242,0.03726
27511420,,south africa - fixed,0.01242,0.03726
27511610,,south africa - fixed,0.01242,0.03726
27512105,,south africa - fixed,0.01242,0.03726
27512300,,south africa - fixed,0.01242,0.03726
27512500,,south africa - fixed,0.01242,0.03726
27512501,,south africa - fixed,0.01242,0.03726
27512502,,south africa - fixed,0.01242,0.03726
27512503,,south africa - fixed,0.01242,0.03726
27512504,,south africa - fixed,0.01242,0.03726
27512850,,south africa - fixed mtn,0.013,0.039
27513300,,south africa - fixed,0.01242,0.03726
27513440,,south africa - fixed,0.01242,0.03726
27513470,,south africa - fixed,0.01242,0.03726
27513500,,south africa - fixed,0.01242,0.03726
27513505,,south africa - fixed,0.01242,0.03726
27514150,,south africa - fixed,0.01242,0.03726
27514750,,south africa - fixed,0.01242,0.03726
2751492,,south africa - fixed,0.01242,0.03726
275150566,,south africa - fixed,0.01242,0.03726
275150567,,south africa - fixed,0.01242,0.03726
2751505760,,south africa - fixed,0.01242,0.03726
2751505761,,south africa - fixed,0.01242,0.03726
2751505762,,south africa - fixed,0.01242,0.03726
27517440,,south africa - fixed,0.01242,0.03726
27517770,,south africa - fixed,0.01242,0.03726
27517780,,south africa - fixed,0.01242,0.03726
27517860,,south africa - fixed,0.01242,0.03726
27518800,,south africa - fixed,0.01242,0.03726
2753001,,south africa - fixed,0.01242,0.03726
2753004,,south africa - fixed,0.01242,0.03726
27530101,,south africa - fixed,0.01242,0.03726
27530300,,south africa - fixed,0.01242,0.03726
27530450,,south africa - fixed,0.01242,0.03726
27530500,,south africa - fixed,0.01242,0.03726
27530501,,south africa - fixed,0.01242,0.03726
27530502,,south africa - fixed,0.01242,0.03726
27530503,,south africa - fixed,0.01242,0.03726
27530504,,south africa - fixed,0.01242,0.03726
27530650,,south africa - fixed mtn,0.013,0.039
27531100,,south africa - fixed,0.01242,0.03726
27531500,,south africa - fixed,0.01242,0.03726
27532850,,south africa - fixed mtn,0.013,0.039
27532860,,south africa - fixed,0.01242,0.03726
27533300,,south africa - fixed,0.01242,0.03726
27534100,,south africa - fixed,0.01242,0.03726
27534660,,south africa - fixed,0.01242,0.03726
27534910,,south africa - fixed,0.01242,0.03726
27534920,,south africa - fixed,0.01242,0.03726
27538800,,south africa - fixed,0.01242,0.03726
27540101,,south africa - fixed,0.01242,0.03726
27540300,,south africa - fixed,0.01242,0.03726
27540500,,south africa - fixed,0.01242,0.03726
27540650,,south africa - fixed mtn,0.013,0.039
27541100,,south africa - fixed,0.01242,0.03726
27541500,,south africa - fixed,0.01242,0.03726
27542850,,south africa - fixed mtn,0.013,0.039
27543500,,south africa - fixed,0.01242,0.03726
27544660,,south africa - fixed,0.01242,0.03726
27544950,,south africa - fixed,0.01242,0.03726
27548800,,south africa - fixed,0.01242,0.03726
27560300,,south africa - fixed,0.01242,0.03726
27560500,,south africa - fixed,0.01242,0.03726
27561500,,south africa - fixed,0.01242,0.03726
27563300,,south africa - fixed,0.01242,0.03726
27564660,,south africa - fixed,0.01242,0.03726
27564920,,south africa - fixed,0.01242,0.03726
27568800,,south africa - fixed,0.01242,0.03726
2757001,,south africa - fixed,0.01242,0.03726
27570040,,south africa - fixed,0.01242,0.03726
27570070,,south africa - fixed,0.01242,0.03726
27570300,,south africa - fixed,0.01242,0.03726
27570500,,south africa - fixed,0.01242,0.03726
27570650,,south africa - fixed mtn,0.013,0.039
27571100,,south africa - fixed,0.01242,0.03726
27571500,,south africa - fixed,0.01242,0.03726
27572850,,south africa - fixed mtn,0.013,0.039
27573300,,south africa - fixed,0.01242,0.03726
27574660,,south africa - fixed,0.01242,0.03726
27574920,,south africa - fixed,0.01242,0.03726
27578800,,south africa - fixed,0.01242,0.03726
2758001,,south africa - fixed,0.01242,0.03726
27580300,,south africa - fixed,0.01242,0.03726
27580500,,south africa - fixed,0.01242,0.03726
27581100,,south africa - fixed,0.01242,0.03726
27583300,,south africa - fixed,0.01242,0.03726
27584660,,south africa - fixed,0.01242,0.03726
27584920,,south africa - fixed,0.01242,0.03726
27588800,,south africa - fixed,0.01242,0.03726
27603,,south africa mobile-mtn,0.01553,0.04659
27604,,south africa mobile-mtn,0.01553,0.04659
27605,,south africa mobile-mtn,0.01553,0.04659
27606,,south africa mobile - vodacom,0.01518,0.04554
27607,,south africa mobile - vodacom,0.01518,0.04554
27608,,south africa mobile - vodacom,0.01518,0.04554
27609,,south africa mobile - vodacom,0.01518,0.04554
27610,,south africa mobile-cell-c,0.01841,0.05523
27611,,south africa mobile-cell-c,0.01841,0.05523
27612,,south africa mobile-cell-c,0.01841,0.05523
27613,,south africa mobile-cell-c,0.01841,0.05523
27614,,south africa mobile-telekom,0.023,0.069
27615,,south africa mobile-cell-c,0.01841,0.05523
27616,,south africa mobile-cell-c,0.01841,0.05523
27617,,south africa mobile-cell-c,0.01841,0.05523
27618,,south africa mobile-cell-c,0.01841,0.05523
27619,,south africa mobile-cell-c,0.01841,0.05523
2762,,south africa - fixed,0.01242,0.03726
27620,,south africa mobile-cell-c,0.01841,0.05523
27621,,south africa mobile-cell-c,0.01841,0.05523
27622,,south africa mobile-cell-c,0.01841,0.05523
27623,,south africa mobile-cell-c,0.01841,0.05523
27624,,south africa mobile-cell-c,0.01841,0.05523
27630,,south africa mobile-mtn,0.01553,0.04659
27631,,south africa mobile-mtn,0.01553,0.04659
27632,,south africa mobile-mtn,0.01553,0.04659
27633,,south africa mobile-mtn,0.01553,0.04659
27634,,south africa mobile-mtn,0.01553,0.04659
27635,,south africa mobile-mtn,0.01553,0.04659
27710,,south africa mobile-mtn,0.01553,0.04659
27711,,south africa mobile - vodacom,0.01518,0.04554
27712,,south africa mobile - vodacom,0.01518,0.04554
27713,,south africa mobile - vodacom,0.01518,0.04554
27714,,south africa mobile - vodacom,0.01518,0.04554
27715,,south africa mobile - vodacom,0.01518,0.04554
27716,,south africa mobile - vodacom,0.01518,0.04554
27717,,south africa mobile-mtn,0.01553,0.04659
27718,,south africa mobile-mtn,0.01553,0.04659
27719,,south africa mobile-mtn,0.01553,0.04659
2772,,south africa mobile - vodacom,0.01518,0.04554
2773,,south africa mobile-mtn,0.01553,0.04659
2774,,south africa mobile-cell-c,0.01841,0.05523
2776,,south africa mobile - vodacom,0.01518,0.04554
2778,,south africa mobile-mtn,0.01553,0.04659
2779,,south africa mobile - vodacom,0.01518,0.04554
27810,,south africa mobile-mtn,0.01553,0.04659
27811,,south africa mobile-telekom,0.023,0.069
27812,,south africa mobile-telekom,0.023,0.069
27813,,south africa mobile-telekom,0.023,0.069
27814,,south africa mobile-telekom,0.023,0.069
27815,,south africa mobile-telekom,0.023,0.069
27816,,south africa mobile,0.01932,0.05796
27817,,south africa mobile-telekom,0.023,0.069
27818,,south africa mobile - vodacom,0.01518,0.04554
2782,,south africa mobile - vodacom,0.01518,0.04554
2783,,south africa mobile-mtn,0.01553,0.04659
2784,,south africa mobile-cell-c,0.01841,0.05523
2785000,,south africa mobile - others,0.013,0.039
2785001,,south africa mobile - others,0.013,0.039
2785050,,south africa mobile - others,0.013,0.039
2785051,,south africa mobile - others,0.013,0.039
2785052,,south africa mobile - others,0.013,0.039
2785053,,south africa mobile - others,0.013,0.039
2785054,,south africa mobile - others,0.013,0.039
2785055,,south africa mobile - others,0.013,0.039
2785100,,south africa mobile - others,0.013,0.039
2785101,,south africa mobile - others,0.013,0.039
2785150,,south africa mobile - others,0.013,0.039
2785151,,south africa mobile - others,0.013,0.039
2785152,,south africa mobile - others,0.013,0.039
2785153,,south africa mobile - others,0.013,0.039
278520,,south africa mobile - others,0.013,0.039
2785250,,south africa mobile - others,0.013,0.039
2785251,,south africa mobile - others,0.013,0.039
2785252,,south africa mobile - others,0.013,0.039
2785300,,south africa mobile - others,0.013,0.039
2785301,,south africa mobile - others,0.013,0.039
2785400,,south africa mobile - others,0.013,0.039
2785401,,south africa mobile - others,0.013,0.039
2785500,,south africa mobile - others,0.013,0.039
2786,,south africa - fixed,0.01242,0.03726
2787,,south africa - fixed,0.01242,0.03726
27870,,south africa,0.01366,0.04098
27871,,south africa,0.01366,0.04098
278720,,south africa,0.01366,0.04098
278721,,south africa,0.01366,0.04098
278722,,south africa,0.01366,0.04098
278723,,south africa,0.01366,0.04098
278724,,south africa,0.01366,0.04098
278725,,south africa,0.01366,0.04098
2787260,,south africa - fixed mtn,0.013,0.039
2787261,,south africa,0.01366,0.04098
2787262,,south africa,0.01366,0.04098
2787263,,south africa,0.01366,0.04098
2787264,,south africa,0.01366,0.04098
2787265,,south africa,0.01366,0.04098
2787266,,south africa,0.01366,0.04098
2787267,,south africa,0.01366,0.04098
2787268,,south africa,0.01366,0.04098
2787269,,south africa,0.01366,0.04098
278727,,south africa,0.01366,0.04098
278728,,south africa,0.01366,0.04098
2787285,,south africa - fixed olo,0.01426,0.04278
2787286,,south africa - fixed olo,0.01426,0.04278
2787287,,south africa - fixed olo,0.01426,0.04278
278729,,south africa,0.01366,0.04098
27873,,south africa,0.01366,0.04098
2787310,,south africa - fixed olo,0.01426,0.04278
27874,,south africa,0.01366,0.04098
27875,,south africa,0.01366,0.04098
27876,,south africa,0.01366,0.04098
278770,,south africa,0.01366,0.04098
278771,,south africa,0.01366,0.04098
278772,,south africa,0.01366,0.04098
278773,,south africa,0.01366,0.04098
2787740,,south africa - fixed mtn,0.013,0.039
2787741,,south africa - fixed mtn,0.013,0.039
2787742,,south africa - fixed mtn,0.013,0.039
2787743,,south africa,0.01366,0.04098
2787744,,south africa,0.01366,0.04098
2787745,,south africa,0.01366,0.04098
2787746,,south africa,0.01366,0.04098
2787747,,south africa,0.01366,0.04098
2787748,,south africa,0.01366,0.04098
2787749,,south africa,0.01366,0.04098
278775,,south africa,0.01366,0.04098
278776,,south africa,0.01366,0.04098
278777,,south africa,0.01366,0.04098
278778,,south africa,0.01366,0.04098
278779,,south africa,0.01366,0.04098
278780,,south africa,0.01366,0.04098
278781,,south africa,0.01366,0.04098
278782,,south africa,0.01366,0.04098
278783,,south africa,0.01366,0.04098
2787840,,south africa,0.01366,0.04098
2787841,,south africa,0.01366,0.04098
2787842,,south africa,0.01366,0.04098
2787843,,south africa,0.01366,0.04098
2787844,,south africa,0.01366,0.04098
27878450,,south africa - fixed mtn,0.013,0.039
27878451,,south africa - fixed mtn,0.013,0.039
27878452,,south africa,0.01366,0.04098
27878453,,south africa,0.01366,0.04098
27878454,,south africa,0.01366,0.04098
27878455,,south africa,0.01366,0.04098
27878456,,south africa,0.01366,0.04098
27878457,,south africa,0.01366,0.04098
27878458,,south africa,0.01366,0.04098
27878459,,south africa,0.01366,0.04098
2787846,,south africa,0.01366,0.04098
2787847,,south africa,0.01366,0.04098
2787848,,south africa,0.01366,0.04098
2787849,,south africa,0.01366,0.04098
278785,,south africa,0.01366,0.04098
278786,,south africa,0.01366,0.04098
278787,,south africa,0.01366,0.04098
278788,,south africa,0.01366,0.04098
278789,,south africa,0.01366,0.04098
27879,,south africa,0.01366,0.04098
2897,,tristan de cunha,1.2075,3.6225
290,,saint helena,0.42512,1.27536
291,,eritrea fixed,0.2005,0.6015
2917,,eritrea mobile,0.1976,0.5928
297,,aruba,0.08821,0.26463
29756,,aruba mobile - setar gsm,0.1896,0.5688
29759,,aruba mobile - setar gsm,0.1896,0.5688
297600,,aruba mobile - dth,0.1896,0.5688
297622,,aruba mobile - dth,0.1896,0.5688
297630,,aruba mobile - digicel,0.1891,0.5673
297640,,aruba mobile - digicel,0.1891,0.5673
297641,,aruba mobile - digicel,0.1891,0.5673
29766,,aruba mobile - setar gsm,0.1896,0.5688
29769,,aruba mobile - setar gsm,0.1896,0.5688
29773,,aruba mobile - digicel,0.1891,0.5673
29774,,aruba mobile - digicel,0.1891,0.5673
2979,,aruba fixed - fixed,0.08867,0.26601
297900,,aruba premium,0.08338,0.25014
29796,,aruba mobile - setar tdma,0.1896,0.5688
29799,,aruba mobile - setar tdma,0.1896,0.5688
298,,faroe islands fixed,0.04232,0.12696
2982,,faroe islands mobile,0.04232,0.12696
2985,,faroe islands mobile,0.04232,0.12696
2987,,faroe islands mobile,0.04232,0.12696
2989,,faroe islands mobile,0.04232,0.12696
299,,greenland,0.20288,0.60864
2992,,greenland mobile,0.30683,0.92049
2994,,greenland mobile,0.30683,0.92049
2995,,greenland mobile,0.30683,0.92049
30,,greece,0.01093,0.03279
3021,,greece fixed - athens,0.01127,0.03381
306,,greece fixed,0.01116,0.03348
30690,,greece mobile-wind,0.02059,0.06177
30693,,greece mobile-wind,0.02059,0.06177
30694,,greece mobile-vodafone,0.02059,0.06177
30695,,greece mobile-vodafone,0.02059,0.06177
3069601,,greece,0.01536,0.04608
30697,,greece mobile-cosmote,0.02059,0.06177
30698,,greece mobile-cosmote,0.02059,0.06177
30699,,greece mobile-wind,0.02059,0.06177
31,,netherlands,0.00508,0.01524
3120,,netherlands amsterdam,0.00508,0.01524
3160,,netherlands mobile,0.00508,0.01524
31610,,netherlands mobile kpn,0.02475,0.07425
31611,,netherlands mobile vodafone,0.02475,0.07425
31612,,netherlands mobile kpn,0.02475,0.07425
31613,,netherlands mobile kpn,0.02475,0.07425
31614,,netherlands mobile t-mobile,0.02475,0.07425
31615,,netherlands mobile vodafone,0.02475,0.07425
31616,,netherlands mobile telfort,0.02475,0.07425
31617,,netherlands mobile telfort,0.02475,0.07425
31618,,netherlands mobile t-mobile,0.02475,0.07425
31619,,netherlands mobile telfort,0.02475,0.07425
31620,,netherlands mobile kpn,0.02475,0.07425
31621,,netherlands mobile vodafone,0.02475,0.07425
31622,,netherlands mobile kpn,0.02475,0.07425
31623,,netherlands mobile kpn,0.02475,0.07425
31624,,netherlands mobile t-mobile,0.02475,0.07425
31625,,netherlands mobile vodafone,0.02475,0.07425
31626,,netherlands mobile telfort,0.02475,0.07425
31627,,netherlands mobile vodafone,0.02475,0.07425
31628,,netherlands mobile t-mobile,0.02475,0.07425
31629,,netherlands mobile vodafone,0.02475,0.07425
31630,,netherlands mobile kpn,0.02475,0.07425
31631,,netherlands mobile vodafone,0.02475,0.07425
31632,,netherlands mobile,0.00508,0.01524
316320,,netherlands mobile - maxcall,0.00702,0.02106
316321,,netherlands mobile - maxcall,0.00702,0.02106
316322,,netherlands mobile - maxcall,0.00702,0.02106
31633,,netherlands mobile telfort,0.02475,0.07425
31634,,netherlands mobile t-mobile,0.02475,0.07425
31635,,netherlands mobile,0.00508,0.01524
31636,,netherlands mobile tele2,0.02475,0.07425
31637,,netherlands mobile vodafone,0.02475,0.07425
31638,,netherlands mobile t-mobile,0.02475,0.07425
31639,,netherlands mobile t-mobile,0.02475,0.07425
31640,,netherlands mobile tele2,0.02475,0.07425
31641,,netherlands mobile t-mobile,0.02475,0.07425
31642,,netherlands mobile t-mobile,0.02475,0.07425
31643,,netherlands mobile t-mobile,0.02475,0.07425
31644,,netherlands mobile telfort,0.02475,0.07425
31645,,netherlands mobile telfort,0.02475,0.07425
31646,,netherlands mobile vodafone,0.02475,0.07425
31647,,netherlands mobile telfort,0.02475,0.07425
31648,,netherlands mobile t-mobile,0.02475,0.07425
31649,,netherlands mobile telfort,0.02475,0.07425
31650,,netherlands mobile vodafone,0.02475,0.07425
31651,,netherlands mobile kpn,0.02475,0.07425
31652,,netherlands mobile vodafone,0.02475,0.07425
31653,,netherlands mobile kpn,0.02475,0.07425
31654,,netherlands mobile vodafone,0.02475,0.07425
31655,,netherlands mobile vodafone,0.02475,0.07425
31656,,netherlands mobile,0.00508,0.01524
316560,,netherlands mobile - maxcall,0.00702,0.02106
316561,,netherlands mobile - maxcall,0.00702,0.02106
31657,,netherlands mobile kpn,0.02475,0.07425
31658,,netherlands mobile,0.00508,0.01524
316587,,netherlands mobile kpn,0.02475,0.07425
316588,,netherlands mobile kpn,0.02475,0.07425
316589,,netherlands mobile kpn,0.02475,0.07425
31659,,netherlands mobile,0.00508,0.01524
31660,,netherlands premium,0.00508,0.01524
31665,,netherlands mobile kpn,0.02475,0.07425
3167,,netherlands premium,0.00508,0.01524
31680,,netherlands mobile vodafone,0.02475,0.07425
31681,,netherlands mobile t-mobile,0.02475,0.07425
31682,,netherlands mobile kpn,0.02475,0.07425
31683,,netherlands mobile kpn,0.02475,0.07425
31684,,netherlands mobile - lycamobile,0.02864,0.08592
31685,,netherlands mobile - lycamobile,0.02864,0.08592
31686,,netherlands mobile,0.00508,0.01524
316860,,netherlands mobile - lycamobile,0.02864,0.08592
316861,,netherlands mobile - lycamobile,0.02864,0.08592
316862,,netherlands mobile - lycamobile,0.02864,0.08592
316863,,netherlands mobile - lycamobile,0.02864,0.08592
316864,,netherlands mobile - lycamobile,0.02864,0.08592
31687,,netherlands mobile - lycamobile,0.02864,0.08592
31688,,netherlands mobile,0.00508,0.01524
31689,,netherlands mobile,0.00508,0.01524
3169,,netherlands mobile,0.00508,0.01524
318,,netherlands premium,0.00508,0.01524
319,,netherlands premium,0.00508,0.01524
32,,belgium,0.01269,0.03807
322,,belgium brussels,0.01269,0.03807
3245,,belgium mobile,0.01269,0.03807
3246,,belgium mobile,0.01269,0.03807
32460,,belgium mobile proximus,0.01631,0.04893
324681,,belgium mobile telenet,0.01631,0.04893
324682,,belgium mobile telenet,0.01631,0.04893
324683,,belgium mobile telenet,0.01631,0.04893
324684,,belgium fixed,0.01472,0.04416
3247,,belgium mobile proximus,0.01631,0.04893
3248,,belgium fixed,0.01472,0.04416
32483,,belgium mobile base,0.01631,0.04893
32484,,belgium mobile base,0.01631,0.04893
32485,,belgium mobile base,0.01631,0.04893
32486,,belgium mobile base,0.01631,0.04893
32487,,belgium mobile base,0.01631,0.04893
32488,,belgium mobile base,0.01631,0.04893
32489,,belgium mobile base,0.01631,0.04893
3249,,belgium mobile mobistar,0.01631,0.04893
3270,,belgium mobile,0.01269,0.03807
